number,state,title,created_at,closed_at,comments,labels,components,is_bug,is_crash,related_prs
8051,closed,Compiling with debug info causes segfault at runtime.,2025-08-04T16:46:56Z,2025-08-06T05:28:01Z,10,Dev Reviewed,spirv|glsl,False,False,
8048,closed,Slang Language Server ignores default implementation,2025-08-04T10:23:43Z,2025-08-07T19:10:07Z,3,Dev Opened|RTR,,False,False,
8047,closed,Slang reflection not returning function name,2025-08-04T09:46:05Z,2025-08-08T01:55:44Z,2,Dev Opened|RTR,,False,False,
8046,closed,Misreporting number of overloads,2025-08-04T09:45:36Z,2025-08-06T18:06:11Z,0,siggraph2025|Dev Opened|RTR,,False,False,
8044,closed,Shader Playground: Does not display at least some compilation errors,2025-08-04T05:04:58Z,2025-08-04T20:22:27Z,0,siggraph2025|Dev Opened|RTR,spirv,False,False,
8043,closed,Not possible to static_assert on type sizeof().,2025-08-04T05:02:00Z,2025-08-07T19:06:01Z,3,Dev Opened|RTR,spirv,False,False,
8041,closed,Compiler always produces incorrect spirv on linux,2025-08-02T08:30:25Z,2025-08-02T15:36:33Z,1,,spirv,False,False,
8025,closed,Incorrect SPIR-V: Sampler2D::GetDimensions Ignores texLod Argument,2025-08-01T08:46:53Z,2025-08-06T22:31:41Z,7,Dev Reviewed,spirv,False,False,
8018,closed,`shouldEmitSPIRVDirectly` is implemented incorrectly,2025-08-01T00:35:52Z,2025-08-26T19:38:13Z,0,Dev Reviewed|Dev Opened,spirv|glsl,False,False,
8016,closed,Slang's metal emitting logic for pointers cannot handle kIROp_PtrLit types,2025-08-01T00:12:56Z,2025-08-04T20:06:11Z,0,siggraph2025|Dev Opened,metal,False,True,
8015,closed,Add metal emit logic for kIROp_PtrLit,2025-07-31T23:52:29Z,2025-08-01T00:18:48Z,1,siggraph2025|Dev Reviewed|Metal|Dev Opened,metal,False,False,
8011,closed,Entry point specialization by value not supported in compilation API,2025-07-31T21:07:32Z,2025-08-09T18:00:32Z,2,Dev Reviewed,,False,False,
8010,closed,slang-test should print errors for ill-formed TEST lines,2025-07-31T19:43:50Z,2025-09-04T16:27:50Z,3,Dev Opened,,False,False,
8009,closed,Allowing `findModifier` to work with `DeclReflection`,2025-07-31T18:45:42Z,2025-09-10T23:31:26Z,2,Dev Reviewed,,False,False,
7992,closed,Regression from 2025.10.2 to 2025.13.2. slangc now seg faults.,2025-07-30T17:33:27Z,2025-07-31T23:31:40Z,0,,glsl,False,False,
7989,closed,Static const variable sans initializer + SPIR-V results in Slang::InternalError escaping without diagnostics,2025-07-30T12:07:17Z,2025-07-30T22:32:55Z,4,siggraph2025|Dev Reviewed|Dev Opened,spirv,False,True,
7979,closed,siggraph release of slang,2025-07-29T20:45:02Z,2025-08-07T23:18:04Z,4,siggraph2025|Dev Opened,,False,False,
7978,closed,update siggraph landing page https://shader-slang.org/landing/siggraph-25/,2025-07-29T20:42:55Z,2025-08-13T23:18:04Z,14,siggraph2025|Dev Opened,,False,False,
7977,closed,update readme for https://github.com/shader-slang/neural-shading-s25,2025-07-29T20:32:46Z,2025-08-05T00:07:07Z,4,siggraph2025|Dev Opened,,False,False,
7975,closed,review and try out siggraph samples,2025-07-29T20:25:33Z,2025-08-12T17:40:08Z,22,siggraph2025|Dev Opened,autodiff,False,False,
7974,closed,Implement support for SPV_NV_shading_rate,2025-07-29T19:57:57Z,2025-08-05T18:31:14Z,12,Dev Reviewed|Dev Opened|CoPilot,spirv|metal|glsl|hlsl,False,False,
7970,closed,perf regression compiling to dxil,2025-07-29T17:12:18Z,2025-07-30T22:06:36Z,9,siggraph2025|Dev Opened,dxil,False,False,
7969,closed,Slim down help output,2025-07-29T17:08:06Z,2025-08-05T00:28:47Z,4,siggraph2025|Dev Opened,,False,False,
7965,closed,CI intermittent failure with debug-layers enabled,2025-07-29T14:59:10Z,2025-08-05T21:35:31Z,4,Dev Opened,,False,False,
7964,closed,Explore auto-diff subdir,2025-07-29T14:41:36Z,2025-08-13T16:02:32Z,1,Dev Opened|cuda,autodiff,False,False,
7955,closed,"If immutable `this`, default to `__const_ref`",2025-07-28T21:08:34Z,2025-07-31T19:27:35Z,1,client support|Dev Reviewed|Dev Opened,,False,True,
7941,closed,#pragma warning not working with multifile modules.,2025-07-26T05:51:54Z,2025-08-05T00:35:49Z,0,Dev Opened|RTR,,False,False,
7940,closed,tests\cooperative-vector\outer-product.slang has VVL error.,2025-07-26T03:41:30Z,2025-09-29T20:51:28Z,1,GoodFirstBug|Dev Reviewed|Dev Opened,,True,False,
7933,closed,[CoopVec] Implement coopVecReduceSumAccumulate for CPU and CUDA,2025-07-25T21:56:19Z,2025-07-27T17:00:11Z,3,Dev Opened,cuda,False,False,
7931,closed,Extending a type with a generic method causes compile error.,2025-07-25T21:49:01Z,2025-08-04T03:35:09Z,9,Dev Opened,generics,False,False,
7925,closed,"Hit error ""Slang::InternalError: unexpected: subscript had no getter"" when reading from the output array",2025-07-25T19:05:51Z,2025-08-22T22:06:23Z,5,Dev Reviewed|Dev Opened|Neptune,spirv|glsl,False,False,
7924,closed,Broken links in User Guide on GitHub Pages and/or ReadTheDocs,2025-07-25T18:17:30Z,2025-07-27T17:00:12Z,3,Dev Opened,,False,False,
7923,closed,DebugCompilationUnit source is incorrectly set to the header file instead of the main slang shader,2025-07-25T17:56:19Z,2025-09-18T18:51:13Z,8,Dev Reviewed|Dev Opened|Neptune,spirv|glsl,False,False,
7918,closed,Differentiable less visible error when struct contains a bool,2025-07-25T14:16:44Z,2025-07-26T05:58:49Z,5,Dev Opened|RTR,,False,False,
7917,closed,Confusing error after double defining ParamBlock of the same name,2025-07-25T12:48:12Z,2025-07-29T08:22:56Z,0,Dev Opened|Diagnostics|RTR,,False,False,
7909,closed,SPIRV OpMemberName have wrong Member number,2025-07-24T22:44:53Z,2025-07-25T05:18:47Z,2,Dev Opened|CoPilot,spirv,False,False,
7908,closed,Compiler crashes when enum is used as vertex output data,2025-07-24T22:28:49Z,2025-07-25T06:13:45Z,0,,,False,True,
7907,closed,CUDA backend generates call to missing `U32_firstbitlow`,2025-07-24T20:56:00Z,2025-07-29T07:53:04Z,0,Dev Reviewed|cuda,cuda,False,False,
7906,closed,[SPIRV/GLSL] Implement `SV_VulkanSamplePosition` to fetch SamplePosition,2025-07-24T20:30:20Z,2025-08-21T01:09:48Z,4,Dev Reviewed|Dev Opened,spirv|metal|glsl|hlsl,False,False,
7905,closed,CUDA Backend failure,2025-07-24T20:20:19Z,2025-09-23T17:10:55Z,6,Dev Reviewed|cuda,cuda,False,False,
7903,closed,nv_viewport_mask semenatic should emit SpvBuiltInViewportMaskNV instead of SpvBuiltInViewportMaskPerViewNV,2025-07-24T20:06:03Z,2025-07-25T21:05:31Z,0,Dev Opened,spirv|glsl,False,False,
7899,closed,Review the slides and play with the sample code for Siggraph lab on Linux,2025-07-24T17:08:48Z,2025-07-29T16:06:20Z,4,siggraph2025|Dev Opened,,False,False,
7898,closed,Regression: conflicting SPIRV_HEADERS,2025-07-24T11:20:37Z,2025-08-25T12:33:33Z,0,cmake,spirv,False,False,
7892,closed,Enable executable tests for Metal tests,2025-07-24T03:46:35Z,2025-09-30T18:56:28Z,3,Metal|Dev Opened,metal,False,False,
7889,closed,JSON reflection output missing resource heap for DescriptorHandle<T>,2025-07-23T23:16:33Z,2025-07-24T19:46:23Z,1,,glsl,False,False,
7881,closed,Stability Issues,2025-07-23T16:31:11Z,2025-08-06T15:38:34Z,1,Dev Reviewed|Dev Opened,,False,False,
7879,closed,Missing uniformAndStorageBuffer16BitAccess enable for half type usage in SPIR-V 1.3,2025-07-23T14:24:18Z,2025-08-28T04:26:18Z,8,Dev Reviewed|Dev Opened|CoPilot,spirv,False,False,
7876,closed,First build on Windows causes file not found error for core.meta.slang.h,2025-07-23T06:57:15Z,2025-07-29T21:00:12Z,7,Dev Reviewed,spirv|dxil|metal|glsl|hlsl,False,False,
7874,closed,AutoDiff Tutorial,2025-07-23T05:25:18Z,2025-08-08T17:47:00Z,3,siggraph2025|Dev Opened,autodiff,False,False,
7870,closed,Review the slides and play with the sample code for Siggraph lab,2025-07-23T00:56:49Z,2025-07-24T17:10:38Z,2,siggraph2025|Dev Opened,,False,False,
7869,closed,[Regression] Passing a capability as a string into Slang crashes/is-invalid,2025-07-23T00:48:00Z,2025-07-23T06:29:07Z,0,regression,spirv,True,True,
7866,closed,(NSM) Implementation for MLP and related interfaces and specializations,2025-07-22T20:32:01Z,2025-10-01T04:01:03Z,3,client support,,False,False,
7863,closed,Unexpected error about 'Differential' is less visible than the interface requirement it satisfies.,2025-07-22T16:56:24Z,2025-07-23T03:08:50Z,0,Dev Opened|RTR,,False,False,
7861,closed,Public unscoped enum constants not visible across module boundaries,2025-07-22T09:14:04Z,2025-07-23T02:03:51Z,1,Dev Opened,spirv,False,False,
7856,closed,Incorrect generic arguments for invoke with a circular pattern of overloads causes InternalError,2025-07-21T21:59:52Z,2025-08-01T20:18:42Z,0,Dev Opened|Diagnostics,generics,False,False,
7849,closed,Cannot differentiate Texture2D from Sampler2D in reflection API,2025-07-21T17:04:19Z,2025-07-25T06:59:35Z,2,Dev Reviewed|reflection,spirv,False,False,
7847,closed,Return type mismatch on interface between enum/int leads to confusing error.,2025-07-21T12:40:56Z,2025-07-24T08:57:13Z,0,Dev Opened|RTR,cuda,False,False,
7845,closed,MSVC compiler complains about different calling convention between interface and impl when building Win32 binaries,2025-07-21T02:44:15Z,2025-07-23T19:00:50Z,2,regression,,True,False,
7838,closed,Unsupported C-style cast generated in GLSL target,2025-07-19T06:33:29Z,2025-07-21T18:14:56Z,0,,spirv|glsl,False,False,
7834,closed,"Using Conditional<T, bool> with [SpecializationConstant] causes compile error",2025-07-18T23:30:08Z,2025-07-22T05:38:28Z,7,,,False,False,
7829,closed,Slang examples should take command-line argument to give an option for rendering API,2025-07-18T20:32:38Z,2025-07-22T14:53:32Z,0,Dev Opened,metal,False,False,
7825,closed,Issue on finding the function name in type in reflection,2025-07-18T16:38:55Z,2025-07-22T16:03:06Z,2,Dev Opened,,False,False,
7823,closed,Slang Language Server crashing on private __init,2025-07-18T14:28:10Z,2025-07-22T17:27:05Z,4,RTR|CoPilot,,False,True,
7819,closed,Help LLM track IR inst creation during debugging,2025-07-18T06:06:24Z,2025-07-21T17:34:16Z,0,Dev Opened,,False,False,
7816,closed,Handle noperspective modifier on sv_barycentrics input for SPIRV and GLSL,2025-07-18T00:55:21Z,2025-08-09T22:32:18Z,10,Dev Opened|CoPilot,spirv|dxil|metal|glsl|hlsl,False,False,
7813,closed,Out of bounds array access generates invalid SPIR-V instead of error,2025-07-17T21:55:05Z,2025-07-18T05:11:15Z,1,,spirv,False,False,
7807,closed,Fix regression of global `const` diagnostic regression in GLSL mode.,2025-07-17T16:00:35Z,2025-07-18T00:57:03Z,0,Dev Opened,glsl,False,False,
7796,closed,Enable Claude for other repos,2025-07-16T22:49:04Z,2025-08-06T15:39:10Z,3,Dev Opened,,False,False,
7795,closed,Merge `NamePool` and `RootNamePool`,2025-07-16T21:52:27Z,2025-07-17T12:22:58Z,1,Dev Opened,,False,False,
7790,closed,Pointer casts (sometimes) dropping upper 32 bits,2025-07-16T17:51:21Z,2025-07-17T12:22:58Z,1,Dev Opened,,False,False,
7786,closed,Plan next Virtual Community Meetup,2025-07-16T16:33:38Z,2025-09-10T18:27:51Z,0,Dev Opened,,False,False,
7785,closed,ramp-up,2025-07-16T16:25:07Z,2025-07-17T03:40:29Z,0,,,False,False,
7784,closed,Create a Slang AI assistant,2025-07-16T16:24:08Z,2025-08-06T04:52:01Z,1,siggraph2025|Dev Reviewed,,False,False,
7783,closed,enums cannot be used as array indices without explicit cast,2025-07-16T16:09:01Z,2025-07-19T00:43:48Z,3,,hlsl,False,False,
7778,closed,[CBP] Disallow `Ptr<coherent T>` and `Ptr<const T>`,2025-07-16T00:44:56Z,2025-07-16T16:18:41Z,0,Dev Opened,,False,False,
7775,closed,Allow comments in expected-failure file,2025-07-15T23:18:25Z,2025-07-18T21:18:50Z,1,Dev Opened,,False,False,
7774,closed,Sometimes `-target metallib` prints binary result not text,2025-07-15T21:25:58Z,2025-07-25T04:44:02Z,7,Metal|Dev Opened,spirv|metal,False,False,
7773,closed,"slangc segfaults if -separate-debug-info is specified and -target is glsl, hlsl, dxbc, dxil, or cpp",2025-07-15T21:20:03Z,2025-07-22T18:25:24Z,0,siggraph2025,spirv|dxil|glsl|hlsl,False,True,
7767,closed,property with parameters,2025-07-15T13:04:37Z,2025-07-17T19:42:05Z,4,Dev Reviewed,generics,False,False,
7766,closed,"[CBP] Disallow `const T*`, `T const*`, and `const T*`",2025-07-15T07:50:13Z,2025-07-23T17:02:00Z,1,Dev Opened,,False,False,
7761,closed,Multiple (distinct) Slang IR symbols given the same mangled name,2025-07-14T22:27:15Z,2025-07-17T11:12:43Z,4,Dev Opened,generics,False,False,
7752,closed,Extend surf1Dwrite_convert,2025-07-14T12:08:31Z,2025-07-14T12:28:10Z,2,,cuda,False,False,
7749,closed,Slangd crashes a few seconds after loading this shader,2025-07-14T05:29:18Z,2025-07-15T02:55:16Z,3,client support|Dev Reviewed,,False,True,
7747,closed,Reflection API - binding index and binding space flipped for ParameterBlocks,2025-07-13T01:19:05Z,2025-07-14T21:06:07Z,2,,,False,False,
7746,closed,Buffer Load,2025-07-12T16:27:34Z,2025-07-15T15:02:57Z,9,Needs reporter feedback,spirv,False,False,
7744,closed,GLSL matrix vector multiply operator (*) overloads do not work anymore,2025-07-12T08:19:18Z,2025-07-14T14:25:19Z,4,,spirv|cuda|glsl|hlsl,False,False,
7741,closed,Variables declared with `let` do not show debugging information,2025-07-12T01:23:27Z,2025-07-18T19:36:59Z,0,,spirv|glsl|hlsl,False,False,
7738,closed,"Slang fails to cast output of sign of float to an int for wgsl, leading to invalid output",2025-07-12T00:11:16Z,2025-07-16T04:44:00Z,1,Dev Opened|WebGPU,spirv|wgsl,False,False,
7736,closed,Mesh shader reflection information missing when using -reflection-json,2025-07-12T00:04:26Z,2025-07-26T00:14:55Z,7,Dev Opened|CoPilot,,False,False,
7735,closed,GLSL memory layout qualifiers not applied to uniform buffers or cbuffers,2025-07-11T22:46:26Z,2025-07-16T04:44:00Z,3,,spirv|glsl,False,False,
7733,closed,Add WorkgroupCount and allow WorkgroupCount and WorkgroupSize in mesh shader,2025-07-11T21:48:30Z,2025-07-12T03:26:40Z,0,,spirv|glsl,False,False,
7726,closed,Slang generates duplicate structs when using `row_major` qualifier.,2025-07-11T14:46:47Z,2025-07-16T18:29:56Z,2,,cuda,False,False,
7723,closed,cuda test enablement burndown tracker,2025-07-11T09:17:01Z,2025-09-19T03:48:39Z,1,cuda,cuda|hlsl|autodiff,False,False,
7722,closed,"On Linux, libslang-glslang.so, libslang-glsl-module.so, and libslang-llvm.so are missing SONAMEs",2025-07-11T08:28:58Z,2025-08-07T06:41:51Z,2,siggraph2025|Dev Reviewed|cmake,spirv|glsl,False,False,
7715,closed,Fix subset of failing Vulkan `CoopVec` tests,2025-07-11T05:25:13Z,2025-09-26T02:06:44Z,11,Dev Opened,spirv,False,False,
7713,closed,[CBP] Ensure stdlib functions which store into a `Ptr` check if the `Ptr` is `Access::ReadWrite`,2025-07-10T23:40:01Z,2025-07-15T07:40:31Z,0,Dev Opened,,False,False,
7705,closed,Enable (at least a sub-set of) CoopVec tests that are disabled,2025-07-10T22:48:02Z,2025-07-12T01:48:54Z,0,,,False,False,
7702,closed,Falcor-compiler-perf-test CI is intermittently failing,2025-07-10T20:27:32Z,2025-07-11T05:36:26Z,0,Dev Opened,,False,False,
7698,closed,`slang-generate` segfaults with `$(()...)`,2025-07-10T16:57:48Z,2025-07-15T19:12:41Z,0,Dev Reviewed|Dev Opened,,False,False,
7697,closed,interface in `where` constraints are missing validation,2025-07-10T16:25:30Z,2025-07-11T06:26:19Z,4,Dev Opened|Diagnostics,,False,False,
7696,closed,Linking fails with ‘multiple definition’ errors,2025-07-10T09:41:20Z,2025-09-18T08:26:00Z,3,Dev Reviewed,slang-core|spirv|dxil|glsl,False,False,
7695,closed,Potential buffer overflows in the compiler,2025-07-10T09:19:47Z,2025-07-10T19:42:53Z,2,Dev Reviewed,slang-core|slang-emit,False,False,
7694,closed,Request: Please include version numbers in library names to help with ABI issues,2025-07-10T08:34:09Z,2025-11-05T18:16:59Z,7,Dev Reviewed,glsl,False,True,
7693,closed,DebugLocalVariable instruction missing for parameter of the entry point function,2025-07-10T08:03:32Z,2025-09-02T19:56:10Z,14,siggraph2025|Dev Reviewed,spirv,False,False,
7689,closed,SV_VertexID combined with -preserve-params causes crash,2025-07-10T05:12:00Z,2025-07-10T19:36:09Z,1,Dev Reviewed,spirv,False,True,
7684,closed,DebugGlobalVariable instructions are missing from SPIR-V output,2025-07-09T21:42:53Z,2025-07-12T00:33:04Z,0,siggraph2025|Dev Opened,spirv,False,False,
7681,closed,slang-test counts failed test as ignored when it is retried.,2025-07-09T19:53:02Z,2025-11-11T04:51:32Z,0,Dev Opened,spirv|metal|glsl|generics,False,False,
7676,closed,Add Claude Code GitHub Actions,2025-07-09T15:32:01Z,2025-07-10T19:51:53Z,0,Dev Opened,,False,False,
7668,closed,"int16_t / uint16_t in WGSL causes ""Slang internal error""",2025-07-09T04:30:20Z,2025-07-11T04:51:59Z,1,Dev Opened|WebGPU,wgsl,False,False,
7667,closed,Replace [KnownBuiltin] string with enum-based comparisons,2025-07-09T01:54:01Z,2025-07-15T12:08:54Z,2,Dev Opened|CoPilot,glsl|hlsl,False,False,
7660,closed,"Invalid SPIR-V generated for hull shader using outputtopology(""point"")",2025-07-08T22:18:17Z,2025-07-09T02:59:38Z,0,Neptune,spirv,False,False,
7656,closed,Compiler segfault with Ptr<T> extension referring to This,2025-07-08T19:52:45Z,2025-07-12T00:33:04Z,6,Dev Opened,slang-core|slang-check,False,True,
7654,closed,Pointer member access validation error,2025-07-08T18:26:05Z,2025-07-12T02:20:49Z,8,Dev Reviewed,spirv,False,False,
7701,closed,Slang playground drops literal assignments to global `const T v = literal;`,2025-07-08T17:43:21Z,2025-07-31T21:30:41Z,5,Diagnostics,spirv|wgsl,False,False,
7643,closed,Build fails with `SLANG_USE_SYSTEM_SPIRV_HEADERS=TRUE`,2025-07-08T09:53:26Z,2025-07-25T20:19:33Z,2,Dev Reviewed,slang-core|spirv,False,False,
7635,closed,[CBP] Disallow `globallycoherent T*` and `coherent T*`,2025-07-07T14:41:06Z,2025-07-23T17:01:57Z,1,,glsl|hlsl,False,False,
7634,closed,"[CBP] Support for coherent operation with CoopVec, CoopMat, Buffers, & groupshared memory",2025-07-07T14:40:51Z,2025-10-10T17:47:12Z,2,,,False,False,
7633,closed,[CBP] Support for coherent workgroup memory,2025-07-07T14:40:38Z,2025-07-23T22:53:48Z,1,,,False,False,
7632,closed,[CBP] Support for workgroup memory pointers,2025-07-07T14:40:21Z,2025-07-23T22:53:43Z,1,,,False,False,
7631,closed,[CBP] Support casting between pointers,2025-07-07T14:40:07Z,2025-07-23T17:01:48Z,1,,,False,False,
7630,closed,[CBP] Support for coherent buffers,2025-07-07T14:39:54Z,2025-07-23T22:52:55Z,1,,,False,False,
7629,closed,[CBP] Logic for pointer access,2025-07-07T14:39:40Z,2025-07-23T17:02:03Z,3,,,False,False,
7628,closed,[CBP] Frontend for pointer access,2025-07-07T14:39:19Z,2025-08-30T00:28:56Z,0,,glsl|hlsl,False,False,
7624,closed,Windows x86-32 precompiled build releases,2025-07-06T23:01:37Z,2025-07-10T19:15:16Z,2,Dev Reviewed,,False,False,
7623,closed,Slang generates none-compiling code for certain uses of pointers on Metal,2025-07-06T11:47:47Z,2025-07-25T00:42:16Z,1,siggraph2025|Dev Reviewed|Metal,cuda|metal,False,False,
7614,closed,specialization constants lack `const` qualifier when compiling through glsl,2025-07-03T21:33:32Z,2025-07-17T13:01:16Z,0,Dev Reviewed,spirv|glsl,False,False,
7611,closed,D3D12SerializeRootSignature failed when testing mixed uniform/ParameterBlock usage,2025-07-03T17:04:19Z,2025-09-03T01:55:27Z,5,,hlsl,False,False,
7609,closed,2025.12: New validation error (Invalid explicit layout decorations),2025-07-03T15:19:18Z,2025-07-11T07:11:03Z,5,Needs reporter feedback,spirv|glsl,False,False,
7606,closed,Metal crash with slangpy test_array test,2025-07-03T12:29:04Z,2025-10-03T20:27:12Z,12,siggraph2025|Metal|Dev Opened|RTR,metal,False,True,
7605,closed,Metal pointers,2025-07-03T11:02:43Z,2025-07-16T06:42:37Z,0,siggraph2025|Metal|Dev Opened|RTR,metal,False,False,
7595,closed,Enable merge queue.,2025-07-02T17:41:55Z,2025-07-02T23:34:03Z,0,Dev Opened|CI Bug,,True,False,
7592,closed,Explore hlsl-intrinsic subdir and create report,2025-07-02T11:26:58Z,2025-07-03T13:45:44Z,0,cuda,hlsl,False,False,
7591,closed,Enable more tests for CUDA,2025-07-02T11:26:30Z,2025-08-06T18:00:05Z,0,cuda,spirv|cuda|metal|glsl|hlsl|wgsl|autodiff|cooperative-matrix,False,False,
7589,closed,Trying to use reflection to get uniform buffer size but having a problem with standard types in struct,2025-07-02T10:23:35Z,2025-07-11T04:39:47Z,5,,,False,False,
7580,closed,`extension` incorrectly interacts with `equality` and `type-coercion` constraints,2025-07-01T20:50:30Z,2025-07-01T21:39:09Z,1,,generics,False,False,
7576,closed,SPIRV: Inefficient code for arrays,2025-07-01T15:17:29Z,2025-07-02T03:57:30Z,0,Dev Opened|RTR,spirv|dxil|cuda,False,False,
7575,closed,SPIRV: No use of OpInBoundsAccessChain,2025-07-01T14:08:04Z,2025-07-02T03:57:30Z,0,Dev Opened|RTR,spirv,False,False,
7574,closed,"CUDA: Generated code passes ""this"" as value",2025-07-01T12:57:54Z,2025-08-07T08:00:38Z,7,siggraph2025|Dev Opened|RTR|cuda,cuda,False,False,
7573,closed,Slang crash when adding [mutating] to a non-mutating function,2025-07-01T12:46:41Z,2025-07-02T03:57:31Z,0,Dev Opened|RTR,spirv,False,True,
7572,closed,some of the texture formats cannot be written (surface write with conversion),2025-07-01T09:21:35Z,2025-07-16T16:21:51Z,0,cuda,,False,False,
7571,closed,3D textures generate invalid PTX,2025-07-01T09:21:19Z,2025-07-16T16:21:51Z,2,cuda,cuda,False,False,
7570,closed,1D surface writes don't work,2025-07-01T09:21:08Z,2025-07-23T04:50:44Z,5,,cuda,False,False,
7567,closed,Maintainer duties for sprint 32,2025-07-01T03:49:30Z,2025-07-08T19:04:43Z,0,Dev Opened,,False,False,
7564,closed,Convert gfx to slang-rhi for gfx-unit-test,2025-06-30T20:46:50Z,2025-07-09T08:26:07Z,0,,,False,False,
7562,closed,Unnecessary Int64 spirv capability usage when using pointers.,2025-06-30T18:28:55Z,2025-07-12T00:33:04Z,5,Dev Reviewed,spirv,False,False,
7558,closed,Metal issues with RWTexture objects of certain formats,2025-06-30T14:32:50Z,2025-07-23T20:30:38Z,3,siggraph2025|Metal|Dev Opened|RTR,metal,False,True,
7557,closed,CUDA issues with texture reads and surface writes,2025-06-30T14:30:00Z,2025-07-23T04:54:35Z,5,siggraph2025|Dev Opened|RTR|cuda,cuda,False,False,
7556,closed,signed normalized texture format strings don't work,2025-06-30T12:15:11Z,2025-07-09T08:45:30Z,1,siggraph2025|Dev Opened|RTR,,False,False,
7554,closed,`RWTexture2DMSArray` indexing issue: `sampleIndex` missing in generated SPIR-V,2025-06-29T08:50:29Z,2025-06-30T23:26:33Z,2,Dev Reviewed,spirv|glsl,False,False,
7553,closed,"vk::binding supplied, slangc warns about lack of such binding only when targetting metallib",2025-06-29T02:23:45Z,2025-07-02T20:43:11Z,3,Dev Reviewed|Metal,spirv|metal,False,False,
7551,closed,Support for `SV_DeviceIndex` in Slang,2025-06-28T19:53:45Z,2025-06-29T05:26:27Z,0,client support,glsl,False,False,
7549,closed,Make copysign function differentiable,2025-06-27T23:49:06Z,2025-07-04T08:08:26Z,0,Dev Reviewed,,False,False,
7547,closed,Fix internal CI failures and add OV unit tests,2025-06-27T17:20:28Z,2025-09-22T23:25:22Z,4,Dev Opened,,False,False,
7546,closed,"Clarification of compilation path for MSL, WGSL and SPIR-V",2025-06-27T10:52:38Z,2025-08-05T00:35:49Z,1,Dev Reviewed,spirv|metal|glsl|hlsl|wgsl,False,False,
7542,closed,Release build crashes with expand expression calling a function,2025-06-26T21:57:42Z,2025-06-27T18:11:48Z,1,Dev Opened,slang-core,False,True,
7539,closed,Move -separate-debug-info flag to Target code generation options,2025-06-26T17:44:30Z,2025-06-27T04:06:00Z,0,Dev Opened,spirv,False,False,
7536,closed,Metal: Invalid MSL for RWByteAddressBuffer.InterlockedAdd,2025-06-26T11:23:48Z,2025-10-16T13:45:43Z,4,Metal|Dev Opened|RTR,metal,False,False,
7534,closed,Metal: Invalid MSL for RWByteAddressBuffer.Store,2025-06-26T10:14:02Z,2025-07-29T23:19:39Z,3,siggraph2025|Metal|Dev Opened|RTR,metal,False,False,
7528,closed,PAQ - Remove redundant [payload] attribute,2025-06-26T04:46:53Z,2025-07-01T00:46:06Z,0,Dev Opened,,False,False,
7525,closed,examples/ray-tracing-pipeline segfaults,2025-06-26T01:34:29Z,2025-08-21T00:31:45Z,5,Needs reporter feedback|Dev Reviewed,spirv|glsl|generics,False,False,
7522,closed,__alignOf<T> fails to compile on CPU if T is a template type with multiple generic parameters,2025-06-25T20:17:15Z,2025-07-03T23:01:15Z,0,Dev Opened,generics,False,False,
7521,closed,Inconsistency in extension involving generic parameters,2025-06-25T20:00:55Z,2025-07-11T06:26:19Z,5,Backlog|Dev Opened|Diagnostics,generics,False,False,
7514,closed,Generate ir inst tables from strut definitions,2025-06-24T17:52:59Z,2025-07-01T20:54:13Z,0,Dev Opened,,False,False,
7513,closed,Cleanup unimplemented val lowering to be more consistent with Slang terminology,2025-06-24T14:34:32Z,2025-06-24T22:51:24Z,1,,,False,False,
7511,closed,Invalid spirv code when using -force-glsl-scalar-layout,2025-06-23T20:08:21Z,2025-06-26T22:15:08Z,1,Dev Opened,spirv|glsl,False,False,
7510,closed,Invalid Spirv debug instruction generation,2025-06-23T19:23:01Z,2025-06-25T17:22:21Z,4,Dev Opened,spirv,False,False,
7509,closed,ambiguous reference to link-time constant,2025-06-23T18:39:31Z,2025-06-25T17:01:55Z,0,Dev Opened,,False,False,
7508,closed,Invalid SPIRV decoration generated when using link-time constant ,2025-06-23T17:56:35Z,2025-06-26T19:39:41Z,3,Dev Opened,spirv,False,False,
7504,closed,[bug] Using `determinant` with `-target cpu` and `target exe`  results in undefined behavior and core dumps,2025-06-21T19:45:35Z,2025-06-22T21:29:42Z,3,,cuda|hlsl,False,False,
7501,closed,sizeof / __naturalStrideOf<T> report zero for Tuple<expand each T>,2025-06-20T23:32:48Z,2025-06-26T22:56:55Z,1,Dev Opened,,False,False,
7498,closed,Slang produces broken mesh shader code when targeting Metal,2025-06-19T21:09:30Z,2025-09-17T18:32:12Z,6,Dev Reviewed|Metal,metal,False,False,
7492,closed,Vulkan validation layer error: VUID-VkPipelineShaderStageCreateInfo-pSpecializationInfo-06849,2025-06-19T12:42:05Z,2025-06-26T17:46:03Z,0,Dev Opened|RTR,spirv|generics,False,False,
7491,closed,Vulkan validation layer error: VUID-VkShaderModuleCreateInfo-pCode-08737,2025-06-19T12:39:46Z,2025-07-01T02:33:33Z,4,Dev Opened|RTR,spirv|hlsl,False,False,
7490,closed,Vulkan validation layer error: VUID-RuntimeSpirv-OpCooperativeVectorMatrixMulNV-10089,2025-06-19T12:34:11Z,2025-06-26T04:09:49Z,1,Dev Opened|RTR,spirv,False,False,
7487,closed,Simple bindless access produces Vulkan validation error,2025-06-19T06:58:09Z,2025-07-09T07:01:40Z,2,Dev Reviewed,spirv|glsl,False,False,
